Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
GNPTAB	0	1	0	0	0	0	0	0	1	1	1
GNRHR	0	0	0	0	1	0	0	0	1	1	1
GOLGA3	0	0	0	0	1	0	0	0	1	1	1
GOLGA4	0	0	1	0	0	0	0	0	1	1	1
GON4L	0	1	0	0	0	0	0	0	1	1	1
GPALPP1	0	0	0	0	0	0	1	0	1	1	1
GPAM	0	1	0	0	0	0	0	0	1	1	1
GPATCH1	0	0	0	0	0	0	1	0	1	1	1
GPATCH8	0	1	0	0	0	0	0	0	1	1	1
GPHN	0	0	0	0	1	0	0	0	1	1	1
GPR137C	0	0	0	0	1	0	0	0	1	1	1
GPR148	0	0	0	0	1	0	0	0	1	1	1
GPR156	0	0	0	0	0	0	1	0	1	1	1
GPR158	1	0	0	0	0	0	0	0	1	1	1
GPR37L1	0	0	0	0	0	0	1	0	1	1	1
GPR50	0	0	0	0	1	0	0	0	1	1	1
GPR64	0	1	0	0	0	0	0	0	1	1	1
GPS2	0	0	0	0	0	0	1	0	1	1	1
GRB14	1	0	0	0	0	0	0	0	1	1	1
GRHL3	0	0	0	0	1	0	0	0	1	1	1
GRIK1	0	0	0	0	1	0	0	0	1	1	1
GRIN2A	0	0	0	0	1	0	0	0	1	1	1
GRIN3A	0	0	0	0	1	0	0	0	1	1	1
GRM7	0	1	0	0	0	0	0	0	1	1	1
GRM8	0	0	0	0	1	0	0	0	1	1	1
GRWD1	0	1	0	0	0	0	0	0	1	1	1
GSE1	0	1	0	0	0	0	0	0	1	1	1
GSK3A	0	0	0	0	1	0	0	0	1	1	1
GSTT1	1	0	0	0	0	0	0	0	1	1	1
GTPBP10	0	1	0	0	0	0	0	0	1	1	1
GTSE1	1	0	0	0	0	0	0	0	1	1	1
GUCY2C	1	0	0	0	0	0	0	0	1	1	1
H3F3C	1	0	0	0	0	0	0	0	1	1	1
HARBI1	0	0	0	0	1	0	0	0	1	1	1
HARS	0	0	0	0	1	0	0	0	1	1	1
HAUS1	0	1	0	0	0	0	0	0	1	1	1
HCN1	0	0	0	0	0	0	1	0	1	1	1
HCN3	0	0	0	0	1	0	0	0	1	1	1
HDAC10	0	1	0	0	0	0	0	0	1	1	1
HDAC5	1	0	0	0	0	0	0	0	1	1	1
HDX	0	0	0	0	1	0	0	0	1	1	1
HEATR5B	0	1	0	0	0	0	0	0	1	1	1
HEATR6	0	0	0	0	0	0	1	0	1	1	1
HECTD2	0	0	0	0	0	0	1	0	1	1	1
HECTD4	1	0	0	0	0	0	0	0	1	1	1
HELQ	1	0	0	0	0	0	0	0	1	1	1
HEPH	0	0	0	0	1	0	0	0	1	1	1
HERC3	0	0	0	0	1	0	0	0	1	1	1
HEXB	0	0	0	1	0	0	0	0	1	1	1
HEXIM1	0	0	0	1	0	0	0	0	1	1	1
HFM1	0	0	0	0	1	0	0	0	1	1	1
HGD	0	0	0	0	0	0	1	0	1	1	1
HHAT	0	0	0	0	1	0	0	0	1	1	1
HID1	0	0	0	0	1	0	0	0	1	1	1
HINT2	1	0	0	0	0	0	0	0	1	1	1
HIPK1	0	0	0	0	1	0	0	0	1	1	1
HIRA	1	0	0	0	0	0	0	0	1	1	1
HIST1H2AC	0	0	1	0	0	0	0	0	1	1	1
HIST1H2BG	0	0	1	0	0	0	0	0	1	1	1
HIVEP1	1	0	0	0	0	0	0	0	1	1	1
HIVEP3	1	0	0	0	0	0	0	0	1	1	1
HK3	0	0	0	0	0	0	1	0	1	1	1
HLA-DQB2	0	0	0	0	0	0	1	0	1	1	1
HLA-DRB6	0	0	0	0	0	0	1	0	1	1	1
HMCN1	0	0	0	0	0	0	1	0	1	1	1
HMGB2	0	0	1	0	0	0	0	0	1	1	1
HMMR	0	0	0	0	1	0	0	0	1	1	1
HNRNPD	0	0	0	0	1	0	0	0	1	1	1
HNRNPUL1	0	0	0	0	1	0	0	0	1	1	1
HNRNPUL2	0	0	1	0	0	0	0	0	1	1	1
HOOK1	1	0	0	0	0	0	0	0	1	1	1
HORMAD1	1	0	0	0	0	0	0	0	1	1	1
HOXA3	0	0	0	0	1	0	0	0	1	1	1
HOXA9	0	0	0	0	1	0	0	0	1	1	1
HOXB2	0	0	0	0	1	0	0	0	1	1	1
HOXD9	0	0	0	0	1	0	0	0	1	1	1
HP1BP3	0	0	0	0	0	0	1	0	1	1	1
HRNR	0	0	0	0	1	0	0	0	1	1	1
HS6ST2	0	0	0	0	1	0	0	0	1	1	1
HSD11B1	0	0	0	0	0	0	1	0	1	1	1
HSD17B4	0	0	0	0	0	0	1	0	1	1	1
HSD3B1	0	0	0	0	1	0	0	0	1	1	1
HSP90AA1	0	0	0	0	1	0	0	0	1	1	1
HSP90AB1	1	0	0	0	0	0	0	0	1	1	1
HSPA4	1	0	0	0	0	0	0	0	1	1	1
HSPA4L	0	0	0	0	1	0	0	0	1	1	1
HSPA5	1	0	0	0	0	0	0	0	1	1	1
HSPA9	1	0	0	0	0	0	0	0	1	1	1
HSPH1	0	0	0	0	1	0	0	0	1	1	1
HTRA4	0	0	0	0	0	0	1	0	1	1	1
HTT	0	0	0	0	0	0	1	0	1	1	1
HUS1	0	0	0	0	1	0	0	0	1	1	1
HYDIN	0	0	0	0	1	0	0	0	1	1	1
HYPK	0	0	0	0	0	1	0	0	1	1	1
IBTK	0	0	0	0	0	0	1	0	1	1	1
ICAM3	0	1	0	0	0	0	0	0	1	1	1
IDE	1	0	0	0	0	0	0	0	1	1	1
IDI2	0	0	0	0	0	0	1	0	1	1	1
IFI16	0	0	0	0	1	0	0	0	1	1	1
IFNA16	1	0	0	0	0	0	0	0	1	1	1
IFT122	0	0	0	0	1	0	0	0	1	1	1
IFT140	0	0	0	0	1	0	0	0	1	1	1
IFT172	1	0	0	0	0	0	0	0	1	1	1
IFT81	1	0	0	0	0	0	0	0	1	1	1
IFT88	0	0	0	0	0	0	1	0	1	1	1
IGDCC4	0	0	0	0	1	0	0	0	1	1	1
IGF2BP1	1	0	0	0	0	0	0	0	1	1	1
IGHMBP2	0	0	0	0	1	0	0	0	1	1	1
IGHV2-70	0	0	0	0	1	0	0	0	1	1	1
IGKV1D-16	0	0	0	0	1	0	0	0	1	1	1
IGKV2D-30	0	0	0	0	0	0	0	1	1	1	1
IGKV3-7	0	0	0	0	1	0	0	0	1	1	1
IGKV3D-20	0	0	0	0	1	0	0	0	1	1	1
IGLV3-22	0	0	0	0	1	0	0	0	1	1	1
IGSF1	0	0	0	0	1	0	0	0	1	1	1
IGSF22	0	0	0	0	0	0	1	0	1	1	1
IKBIP	1	0	0	0	0	0	0	0	1	1	1
IKZF1	1	0	0	0	0	0	0	0	1	1	1
IKZF3	0	0	0	0	0	0	1	0	1	1	1
IL12A	0	0	0	0	0	0	1	0	1	1	1
IL17RA	1	0	0	0	0	0	0	0	1	1	1
IL24	0	0	0	0	1	0	0	0	1	1	1
IL2RB	0	0	0	0	1	0	0	0	1	1	1
IL31RA	0	0	0	0	1	0	0	0	1	1	1
IL4R	0	0	0	0	1	0	0	0	1	1	1
IL7	0	1	0	0	0	0	0	0	1	1	1
IL9	0	0	0	0	0	0	1	0	1	1	1
IMPACT	0	0	0	0	0	0	1	0	1	1	1
INHA	0	0	0	0	1	0	0	0	1	1	1
INHBC	0	0	0	0	1	0	0	0	1	1	1
INO80	0	1	0	0	0	0	0	0	1	1	1
INTU	0	1	0	0	0	0	0	0	1	1	1
IPO11	0	0	0	0	0	0	1	0	1	1	1
IPO4	0	0	0	0	1	0	0	0	1	1	1
IQCF2	0	0	0	0	1	0	0	0	1	1	1
IQCF3	0	0	0	0	1	0	0	0	1	1	1
IQGAP1	0	0	0	0	1	0	0	0	1	1	1
IQGAP3	0	0	0	0	1	0	0	0	1	1	1
IRAK4	0	0	0	0	0	0	1	0	1	1	1
IREB2	1	0	0	0	0	0	0	0	1	1	1
IRF2	1	0	0	0	0	0	0	0	1	1	1
IRF6	1	0	0	0	0	0	0	0	1	1	1
IRS1	1	0	0	0	0	0	0	0	1	1	1
IRS4	1	0	0	0	0	0	0	0	1	1	1
ITGA10	0	0	0	0	1	0	0	0	1	1	1
ITGA11	0	0	0	0	1	0	0	0	1	1	1
ITGAM	0	0	0	0	1	0	0	0	1	1	1
ITGAV	1	0	0	0	0	0	0	0	1	1	1
ITPR1	1	0	0	0	0	0	0	0	1	1	1
ITSN1	1	0	0	0	0	0	0	0	1	1	1
ITSN2	0	0	0	0	1	0	0	0	1	1	1
IVNS1ABP	0	0	0	0	1	0	0	0	1	1	1
JAG2	1	0	0	0	0	0	0	0	1	1	1
JAK1	0	0	0	0	1	0	0	0	1	1	1
JAKMIP3	0	0	0	0	0	0	1	0	1	1	1
JMJD1C	0	0	0	0	1	0	0	0	1	1	1
JPH1	0	0	0	0	1	0	0	0	1	1	1
KANK4	1	0	0	0	0	0	0	0	1	1	1
KANSL1	0	0	0	0	1	0	0	0	1	1	1
KANSL1L	0	0	0	0	0	0	1	0	1	1	1
KAT6A	0	0	0	0	0	0	1	0	1	1	1
KCNAB1	0	0	0	0	1	0	0	0	1	1	1
KCNC1	0	0	0	0	1	0	0	0	1	1	1
KCND3	0	0	0	0	1	0	0	0	1	1	1
KCNH3	0	0	0	0	0	0	1	0	1	1	1
KCNH5	0	0	0	0	1	0	0	0	1	1	1
KCNH7	0	0	0	0	1	0	0	0	1	1	1
KCNJ6	0	0	0	0	1	0	0	0	1	1	1
KCNK18	0	0	0	0	1	0	0	0	1	1	1
KCNK6	0	0	0	0	0	0	1	0	1	1	1
KCNMB2	0	1	0	0	0	0	0	0	1	1	1
KCNQ1	0	0	0	0	0	0	1	0	1	1	1
KCNQ2	1	0	0	0	0	0	0	0	1	1	1
KCNQ5	1	0	0	0	0	0	0	0	1	1	1
KCNT1	1	0	0	0	0	0	0	0	1	1	1
KCNU1	0	1	0	0	0	0	0	0	1	1	1
KCNV1	0	0	0	0	1	0	0	0	1	1	1
KCTD19	1	0	0	0	0	0	0	0	1	1	1
KCTD3	1	0	0	0	0	0	0	0	1	1	1
KDM3B	0	0	0	0	1	0	0	0	1	1	1
KDM6B	1	0	0	0	0	0	0	0	1	1	1
KDM7A	1	0	0	0	0	0	0	0	1	1	1
KHDRBS3	1	0	0	0	0	0	0	0	1	1	1
KIAA0141	0	0	0	0	1	0	0	0	1	1	1
KIAA0195	1	0	0	0	0	0	0	0	1	1	1
KIAA0247	1	0	0	0	0	0	0	0	1	1	1
KIAA0355	0	0	0	0	1	0	0	0	1	1	1
KIAA0513	0	0	0	0	0	0	1	0	1	1	1
KIAA0556	0	0	0	0	1	0	0	0	1	1	1
KIAA0753	0	0	0	0	0	0	1	0	1	1	1
KIAA0754	0	0	0	0	1	0	0	0	1	1	1
KIAA0907	0	0	0	0	0	0	1	0	1	1	1
KIAA0922	0	0	0	0	0	0	1	0	1	1	1
KIAA0947	1	0	0	0	0	0	0	0	1	1	1
KIAA1109	1	0	0	0	0	0	0	0	1	1	1
KIAA1210	0	0	0	0	1	0	0	0	1	1	1
KIAA1211	0	0	0	0	1	0	0	0	1	1	1
KIAA1257	1	0	0	0	0	0	0	0	1	1	1
KIAA1429	0	0	0	0	1	0	0	0	1	1	1
KIAA1430	0	0	0	0	0	0	1	0	1	1	1
KIAA1598	0	0	0	0	1	0	0	0	1	1	1
KIAA1755	1	0	0	0	0	0	0	0	1	1	1
KIDINS220	0	0	0	0	0	0	1	0	1	1	1
KIF13B	0	0	0	0	0	0	1	0	1	1	1
KIF17	1	0	0	0	0	0	0	0	1	1	1
KIF22	0	0	0	0	0	0	1	0	1	1	1
KIF2A	1	0	0	0	0	0	0	0	1	1	1
KIF2C	0	0	0	0	1	0	0	0	1	1	1
KIF3B	0	0	0	0	1	0	0	0	1	1	1
KIFAP3	0	0	0	0	1	0	0	0	1	1	1
KIN	1	0	0	0	0	0	0	0	1	1	1
KIT	0	0	0	0	1	0	0	0	1	1	1
KLC1	0	0	0	0	0	0	1	0	1	1	1
KLF5	1	0	0	0	0	0	0	0	1	1	1
KLHL2	0	0	0	0	0	0	1	0	1	1	1
KLHL7	1	0	0	0	0	0	0	0	1	1	1
KLHL9	1	0	0	0	0	0	0	0	1	1	1
KLK1	1	0	0	0	0	0	0	0	1	1	1
KLK12	0	0	0	0	1	0	0	0	1	1	1
KLK14	0	0	0	0	1	0	0	0	1	1	1
KLK2	1	0	0	0	0	0	0	0	1	1	1
KLK8	0	1	0	0	0	0	0	0	1	1	1
KMT2B	1	0	0	0	0	0	0	0	1	1	1
KMT2E	1	0	0	0	0	0	0	0	1	1	1
KPNA5	0	0	0	0	1	0	0	0	1	1	1
KRBA1	0	0	0	0	1	0	0	0	1	1	1
KRBA2	0	0	0	0	1	0	0	0	1	1	1
KREMEN2	0	0	0	0	0	0	0	1	1	1	1
KRIT1	0	0	0	0	0	0	1	0	1	1	1
KRT16	0	0	0	0	1	0	0	0	1	1	1
KRT25	0	0	0	0	1	0	0	0	1	1	1
KRT4	0	0	0	0	1	0	0	0	1	1	1
KRT75	0	0	0	0	0	0	1	0	1	1	1
KRT78	1	0	0	0	0	0	0	0	1	1	1
KRT79	0	0	0	0	1	0	0	0	1	1	1
KRT84	0	0	0	0	1	0	0	0	1	1	1
KRT85	0	0	0	0	0	0	1	0	1	1	1
KRT86	0	0	0	0	0	0	1	0	1	1	1
KRTAP1-3	0	0	0	0	1	0	0	0	1	1	1
KRTAP19-7	0	0	0	0	1	0	0	0	1	1	1
KYNU	0	0	0	0	1	0	0	0	1	1	1
L1CAM	0	0	0	0	0	0	1	0	1	1	1
LAIR1	0	0	0	0	1	0	0	0	1	1	1
LAMA1	0	0	0	0	1	0	0	0	1	1	1
LAMTOR5	0	0	0	0	0	1	0	0	1	1	1
LANCL1	0	0	0	0	1	0	0	0	1	1	1
LARP1B	0	0	0	0	1	0	0	0	1	1	1
LARP4	0	0	0	0	1	0	0	0	1	1	1
LARP4B	1	0	0	0	0	0	0	0	1	1	1
LCE1F	0	0	0	1	0	0	0	0	1	1	1
LCE2D	1	0	0	0	0	0	0	0	1	1	1
LCE3E	0	0	0	0	1	0	0	0	1	1	1
LCORL	1	0	0	0	0	0	0	0	1	1	1
LCP2	1	0	0	0	0	0	0	0	1	1	1
LDOC1L	0	0	0	0	1	0	0	0	1	1	1
LGALS13	1	0	0	0	0	0	0	0	1	1	1
LHCGR	0	0	0	0	1	0	0	0	1	1	1
LHFPL3	1	0	0	0	0	0	0	0	1	1	1
LILRA6	0	0	0	0	0	0	1	0	1	1	1
LILRB5	0	0	0	0	1	0	0	0	1	1	1
LIMCH1	0	0	0	0	1	0	0	0	1	1	1
LINC01098	0	0	0	0	1	0	0	0	1	1	1
LIPC	0	0	0	0	1	0	0	0	1	1	1
LIPG	1	0	0	0	0	0	0	0	1	1	1
LIPI	0	0	0	0	1	0	0	0	1	1	1
LLGL1	0	1	0	0	0	0	0	0	1	1	1
LMAN1L	1	0	0	0	0	0	0	0	1	1	1
LMAN2	1	0	0	0	0	0	0	0	1	1	1
LMNA	1	0	0	0	0	0	0	0	1	1	1
LMTK3	1	0	0	0	0	0	0	0	1	1	1
LNPEP	0	0	0	0	1	0	0	0	1	1	1
LPA	0	0	0	0	1	0	0	0	1	1	1
LPHN2	0	0	1	0	0	0	0	0	1	1	1
LPHN3	0	0	0	0	1	0	0	0	1	1	1
LPIN1	0	0	0	0	1	0	0	0	1	1	1
LPP	0	0	1	0	0	0	0	0	1	1	1
LPPR3	0	1	0	0	0	0	0	0	1	1	1
LRBA	0	0	0	0	0	0	1	0	1	1	1
LRFN4	1	0	0	0	0	0	0	0	1	1	1
LRIG1	1	0	0	0	0	0	0	0	1	1	1
LRP1	0	0	0	0	1	0	0	0	1	1	1
LRRC41	1	0	0	0	0	0	0	0	1	1	1
LRRC61	0	0	0	0	1	0	0	0	1	1	1
LRRC66	0	0	0	0	1	0	0	0	1	1	1
LRRC7	0	0	0	0	1	0	0	0	1	1	1
LRRC8B	0	0	0	0	1	0	0	0	1	1	1
LRRC8D	0	0	0	0	1	0	0	0	1	1	1
LRRIQ1	0	1	0	0	0	0	0	0	1	1	1
LRRIQ3	0	0	0	0	0	0	1	0	1	1	1
LRRK1	0	0	1	0	0	0	0	0	1	1	1
LRRK2	0	0	0	0	0	0	1	0	1	1	1
LRRN3	0	1	0	0	0	0	0	0	1	1	1
LRRTM1	1	0	0	0	0	0	0	0	1	1	1
LRRTM2	0	0	0	0	1	0	0	0	1	1	1
LSM14A	0	1	0	0	0	0	0	0	1	1	1
LSMD1	0	0	0	0	0	0	0	1	1	1	1
LSS	0	0	0	0	1	0	0	0	1	1	1
LTBP1	0	0	0	0	0	0	1	0	1	1	1
LTBP4	0	0	0	0	1	0	0	0	1	1	1
LUZP1	0	0	0	0	1	0	0	0	1	1	1
LYPLAL1	0	0	0	0	1	0	0	0	1	1	1
LYSMD4	0	0	0	0	1	0	0	0	1	1	1
LZTR1	0	0	0	0	0	0	1	0	1	1	1
M6PR	0	0	0	0	1	0	0	0	1	1	1
MAGEB2	1	0	0	0	0	0	0	0	1	1	1
MAGEC3	1	0	0	0	0	0	0	0	1	1	1
MAGOH	1	0	0	0	0	0	0	0	1	1	1
MAL2	0	0	0	0	1	0	0	0	1	1	1
MAN2A1	1	0	0	0	0	0	0	0	1	1	1
MAN2A2	1	0	0	0	0	0	0	0	1	1	1
MAN2B2	1	0	0	0	0	0	0	0	1	1	1
MAOA	1	0	0	0	0	0	0	0	1	1	1
MAP1A	0	0	0	0	1	0	0	0	1	1	1
MAP2K6	0	0	0	0	1	0	0	0	1	1	1
MAP2K7	1	0	0	0	0	0	0	0	1	1	1
MAP3K1	0	0	0	0	0	0	1	0	1	1	1
MAP3K11	1	0	0	0	0	0	0	0	1	1	1
MAP3K12	0	0	0	0	0	0	1	0	1	1	1
MAP3K13	0	0	0	0	1	0	0	0	1	1	1
MAP3K7	0	0	1	0	0	0	0	0	1	1	1
MAP3K9	0	0	0	0	1	0	0	0	1	1	1
MAP4K2	0	0	0	0	0	0	1	0	1	1	1
MAPKAPK3	1	0	0	0	0	0	0	0	1	1	1
MAPKBP1	0	0	0	0	0	0	1	0	1	1	1
MAPRE1	1	0	0	0	0	0	0	0	1	1	1
MARK4	0	1	0	0	0	0	0	0	1	1	1
MAST1	0	0	0	0	1	0	0	0	1	1	1
MAT1A	0	0	0	0	1	0	0	0	1	1	1
MB21D2	0	0	0	0	1	0	0	0	1	1	1
MBIP	1	0	0	0	0	0	0	0	1	1	1
MCCC1	0	0	0	0	1	0	0	0	1	1	1
MCM3AP	1	0	0	0	0	0	0	0	1	1	1
MCM7	0	0	0	0	1	0	0	0	1	1	1
MCOLN3	0	0	1	0	0	0	0	0	1	1	1
MCTP1	0	0	0	0	0	0	1	0	1	1	1
MDC1	1	0	0	0	0	0	0	0	1	1	1
ME1	0	0	0	0	0	0	1	0	1	1	1
MECOM	1	0	0	0	0	0	0	0	1	1	1
MED12L	0	0	0	0	0	0	1	0	1	1	1
MED17	1	0	0	0	0	0	0	0	1	1	1
MED26	1	0	0	0	0	0	0	0	1	1	1
MEGF10	0	0	0	0	0	0	1	0	1	1	1
MEGF11	0	0	0	0	1	0	0	0	1	1	1
MEIS2	0	0	0	0	1	0	0	0	1	1	1
MEPCE	0	0	0	0	1	0	0	0	1	1	1
MERTK	0	0	0	0	1	0	0	0	1	1	1
MEST	1	0	0	0	0	0	0	0	1	1	1
METTL13	0	0	0	0	1	0	0	0	1	1	1
METTL25	1	0	0	0	0	0	0	0	1	1	1
MFN1	1	0	0	0	0	0	0	0	1	1	1
MFN2	0	0	0	0	0	0	1	0	1	1	1
MGAT4B	0	0	0	0	1	0	0	0	1	1	1
MIB1	0	1	0	0	0	0	0	0	1	1	1
MICAL3	0	0	1	0	0	0	0	0	1	1	1
MIEF1	0	0	0	0	0	0	1	0	1	1	1
MIER1	0	0	0	0	1	0	0	0	1	1	1
MIS12	1	0	0	0	0	0	0	0	1	1	1
MKRN1	1	0	0	0	0	0	0	0	1	1	1
MLF2	0	0	0	0	1	0	0	0	1	1	1
MLH3	0	1	0	0	0	0	0	0	1	1	1
MLK4	0	0	1	0	0	0	0	0	1	1	1
MLLT10	1	0	0	0	0	0	0	0	1	1	1
MMP11	1	0	0	0	0	0	0	0	1	1	1
MMP19	0	0	0	0	0	0	1	0	1	1	1
MMP20	1	0	0	0	0	0	0	0	1	1	1
MNS1	0	0	0	0	1	0	0	0	1	1	1
MOGAT2	0	0	0	0	1	0	0	0	1	1	1
MON1B	1	0	0	0	0	0	0	0	1	1	1
MORC3	1	0	0	0	0	0	0	0	1	1	1
MOSPD3	1	0	0	0	0	0	0	0	1	1	1
MOV10	0	0	0	0	1	0	0	0	1	1	1
MOV10L1	1	0	0	0	0	0	0	0	1	1	1
MRPL47	0	0	0	0	1	0	0	0	1	1	1
MRPS2	0	0	0	0	0	0	1	0	1	1	1
MRPS9	0	0	0	0	0	0	1	0	1	1	1
MSGN1	0	0	0	0	1	0	0	0	1	1	1
MSH2	0	1	0	0	0	0	0	0	1	1	1
MSH4	0	0	0	0	0	0	1	0	1	1	1
MSH5	0	1	0	0	0	0	0	0	1	1	1
MSH6	1	0	0	0	0	0	0	0	1	1	1
MSTN	0	1	0	0	0	0	0	0	1	1	1
MTHFD1L	1	0	0	0	0	0	0	0	1	1	1
MTIF3	0	0	0	0	1	0	0	0	1	1	1
MTL5	0	0	0	0	1	0	0	0	1	1	1
MTM1	0	0	0	0	1	0	0	0	1	1	1
MTMR2	0	0	0	0	1	0	0	0	1	1	1
MTMR9	0	0	0	0	1	0	0	0	1	1	1
MTUS1	0	0	0	0	1	0	0	0	1	1	1
MUC17	0	0	0	0	1	0	0	0	1	1	1
MUC3A	0	0	0	0	0	0	1	0	1	1	1
MUC6	0	0	0	0	1	0	0	0	1	1	1
MXD3	0	0	0	0	1	0	0	0	1	1	1
MXI1	0	0	0	0	1	0	0	0	1	1	1
MXRA5	0	1	0	0	0	0	0	0	1	1	1
MXRA8	1	0	0	0	0	0	0	0	1	1	1
MYCBP2	0	0	0	0	0	0	1	0	1	1	1
MYCN	1	0	0	0	0	0	0	0	1	1	1
MYCT1	0	0	0	0	1	0	0	0	1	1	1
MYEOV	1	0	0	0	0	0	0	0	1	1	1
MYH11	0	0	0	0	1	0	0	0	1	1	1
MYH14	0	0	0	0	1	0	0	0	1	1	1
MYH2	0	0	0	0	0	0	1	0	1	1	1
MYH9	0	0	0	0	1	0	0	0	1	1	1
MYLIP	0	0	0	0	0	0	1	0	1	1	1
MYLK3	1	0	0	0	0	0	0	0	1	1	1
MYLK4	0	0	0	0	1	0	0	0	1	1	1
MYO10	0	0	0	0	1	0	0	0	1	1	1
MYO15A	0	0	1	0	0	0	0	0	1	1	1
MYO18B	0	0	0	0	0	0	1	0	1	1	1
MYO1H	0	0	0	0	0	0	1	0	1	1	1
MYO6	0	0	0	0	0	0	1	0	1	1	1
MYOF	1	0	0	0	0	0	0	0	1	1	1
MYOM1	0	0	0	0	1	0	0	0	1	1	1
MYT1L	1	0	0	0	0	0	0	0	1	1	1
N4BP2	0	0	0	0	1	0	0	0	1	1	1
NAA15	0	0	0	0	0	0	1	0	1	1	1
NAA25	0	0	1	0	0	0	0	0	1	1	1
NAE1	0	0	0	0	1	0	0	0	1	1	1
NARG2	1	0	0	0	0	0	0	0	1	1	1
NARS2	0	0	0	0	1	0	0	0	1	1	1
NAT9	1	0	0	0	0	0	0	0	1	1	1
NBEAL1	0	0	0	0	1	0	0	0	1	1	1
NBN	0	0	0	0	1	0	0	0	1	1	1
NBPF1	0	0	0	0	0	0	0	1	1	1	1
NCAPG2	0	0	0	0	1	0	0	0	1	1	1
NCF1	1	0	0	0	0	0	0	0	1	1	1
NCKAP5L	0	0	0	0	1	0	0	0	1	1	1
NCOA4	0	0	0	0	1	0	0	0	1	1	1
NCOA6	1	0	0	0	0	0	0	0	1	1	1
NDRG1	0	0	0	0	1	0	0	0	1	1	1
NDST2	0	0	0	0	1	0	0	0	1	1	1
NDST3	0	0	0	0	1	0	0	0	1	1	1
NDUFA1	0	0	0	0	0	0	1	0	1	1	1
NDUFAF6	0	0	0	0	1	0	0	0	1	1	1
NEB	1	0	0	0	0	0	0	0	1	1	1
NEO1	0	0	0	0	0	0	1	0	1	1	1
NETO1	0	0	0	0	1	0	0	0	1	1	1
NEU2	0	0	0	0	0	0	1	0	1	1	1
NEU4	0	0	0	0	1	0	0	0	1	1	1
NEURL4	1	0	0	0	0	0	0	0	1	1	1
NEUROD2	0	0	1	0	0	0	0	0	1	1	1
NEUROD6	1	0	0	0	0	0	0	0	1	1	1
NF1	1	0	0	0	0	0	0	0	1	1	1
NFATC3	0	0	0	0	1	0	0	0	1	1	1
NFIB	0	0	0	0	0	0	1	0	1	1	1
NFIL3	0	0	0	0	1	0	0	0	1	1	1
NFKBIZ	0	0	0	0	0	0	1	0	1	1	1
NGLY1	0	0	0	0	1	0	0	0	1	1	1
NHS	1	0	0	0	0	0	0	0	1	1	1
NIP7	0	0	0	0	1	0	0	0	1	1	1
NKX2-1	0	0	0	0	1	0	0	0	1	1	1
NKX3-1	1	0	0	0	0	0	0	0	1	1	1
NLRP14	0	0	0	0	1	0	0	0	1	1	1
NLRP3	0	0	0	0	1	0	0	0	1	1	1
NLRP4	1	0	0	0	0	0	0	0	1	1	1
NLRP8	0	1	0	0	0	0	0	0	1	1	1
NME5	0	0	0	0	1	0	0	0	1	1	1
NMI	0	0	0	0	1	0	0	0	1	1	1
NMUR1	1	0	0	0	0	0	0	0	1	1	1
NOA1	0	0	0	0	1	0	0	0	1	1	1
NOD1	0	0	0	0	0	0	1	0	1	1	1
NOL4	0	0	0	0	1	0	0	0	1	1	1
NOL9	0	0	0	0	1	0	0	0	1	1	1
NOM1	0	1	0	0	0	0	0	0	1	1	1
NOMO3	0	0	0	0	0	0	1	0	1	1	1
NOP16	0	0	0	0	0	0	1	0	1	1	1
NOX3	1	0	0	0	0	0	0	0	1	1	1
NOX4	0	1	0	0	0	0	0	0	1	1	1
NPEPPS	0	0	0	0	1	0	0	0	1	1	1
NPHP1	0	0	0	0	1	0	0	0	1	1	1
NPHP4	0	0	0	0	0	0	1	0	1	1	1
NR1D2	1	0	0	0	0	0	0	0	1	1	1
NR1I2	1	0	0	0	0	0	0	0	1	1	1
NR1I3	0	0	0	0	0	0	1	0	1	1	1
NRCAM	1	0	0	0	0	0	0	0	1	1	1
NRG1	0	0	0	0	1	0	0	0	1	1	1
NRG2	1	0	0	0	0	0	0	0	1	1	1
NRXN1	1	0	0	0	0	0	0	0	1	1	1
NSL1	0	1	0	0	0	0	0	0	1	1	1
NT5DC3	1	0	0	0	0	0	0	0	1	1	1
NTM	0	0	0	0	0	0	1	0	1	1	1
NTRK1	0	0	1	0	0	0	0	0	1	1	1
NUDT12	1	0	0	0	0	0	0	0	1	1	1
NUMA1	1	0	0	0	0	0	0	0	1	1	1
NUP210	0	0	0	0	0	0	1	0	1	1	1
NUP85	0	0	0	0	1	0	0	0	1	1	1
NXF3	0	0	0	0	1	0	0	0	1	1	1
NXN	0	0	0	0	1	0	0	0	1	1	1
NXPH2	0	0	1	0	0	0	0	0	1	1	1
OASL	0	1	0	0	0	0	0	0	1	1	1
OBSL1	1	0	0	0	0	0	0	0	1	1	1
OC90	0	0	0	0	1	0	0	0	1	1	1
OLFM2	1	0	0	0	0	0	0	0	1	1	1
OLFML2A	1	0	0	0	0	0	0	0	1	1	1
OMD	1	0	0	0	0	0	0	0	1	1	1
OMP	1	0	0	0	0	0	0	0	1	1	1
OPN3	0	0	0	0	1	0	0	0	1	1	1
